Variable Name,Short Name,Question,Responses,Subscale,First Order Subscale
self_regulation_survey.18,SSRQ18,"When I'm trying to change something, I pay a lot of attention to how I'm doing.","Neutral, Somewhat agree, Strongly agree, Somewhat disagree, Strongly disagree",SSRQ Total,
self_regulation_survey.19,SSRQ19,I have trouble making plans to help me reach my goals.,"Somewhat agree, Somewhat disagree, Strongly disagree, Strongly agree, Neutral",SSRQ Total,
self_regulation_survey.20,SSRQ20,I set goals for myself and keep track of my progress.,"Strongly agree, Somewhat agree, Neutral, Somewhat disagree, Strongly disagree",SSRQ Total,
self_regulation_survey.21,SSRQ21,"If I make a resolution to change something, I pay a lot of attention to how I'm doing.","Neutral, Somewhat agree, Strongly agree, Somewhat disagree, Strongly disagree",SSRQ Total,
self_regulation_survey.22,SSRQ22,I know how I want to be.,"Somewhat agree, Strongly agree, Neutral, Somewhat disagree, Strongly disagree",SSRQ Total,
self_regulation_survey.23,SSRQ23,I have trouble making up my mind about things.,"Somewhat disagree, Somewhat agree, Strongly disagree, Neutral, Strongly agree",SSRQ Total,
self_regulation_survey.25,SSRQ24,"When it comes to deciding about a change, I feel overwhelmed by the choices.","Neutral, Strongly disagree, Strongly agree, Somewhat disagree, Somewhat agree",SSRQ Total,
self_regulation_survey.26,SSRQ25,Most of the time I don't pay attention to what I'm doing.,"Somewhat disagree, Strongly disagree, Somewhat agree, Neutral, Strongly agree",SSRQ Total,
self_regulation_survey.27,SSRQ26,"I tend to keep doing the same thing, even when it doesn't work.","Somewhat agree, Somewhat disagree, Neutral, Strongly disagree, Strongly agree",SSRQ Total,
self_regulation_survey.28,SSRQ27,"Once I have a goal, I can usually plan how to reach it.","Neutral, Somewhat agree, Strongly agree, Somewhat disagree, Strongly disagree",SSRQ Total,
self_regulation_survey.29,SSRQ28,"If I wanted to change, I am confident that I could do it.","Somewhat disagree, Strongly agree, Somewhat agree, Neutral, Strongly disagree",SSRQ Total,
self_regulation_survey.30,SSRQ29,I can stick to a plan that's working well.,"Somewhat agree, Strongly agree, Neutral, Somewhat disagree, Strongly disagree",SSRQ Total,
self_regulation_survey.31,SSRQ30,I have a lot of willpower.,"Neutral, Somewhat disagree, Strongly agree, Somewhat agree, Strongly disagree",SSRQ Total,
self_regulation_survey.32,SSRQ31,I am able to resist temptation.,"Somewhat agree, Somewhat disagree, Strongly agree, Neutral, Strongly disagree",SSRQ Total,
ten_item_personality_survey.03,TIPI02,"Extraverted, enthusiastic.","Disagree a little, Agree strongly, Neither agree nor disagree, Disagree moderately, Agree a little, Agree moderately, Disagree strongly",extraversion,
ten_item_personality_survey.04,TIPI03,"Critical, quarrelsome. ","Disagree moderately, Disagree strongly, Agree moderately, Agree a little, Neither agree nor disagree, Disagree a little, Agree strongly",agreeableness,
ten_item_personality_survey.05,TIPI04,"Dependable, self-disciplined.","Agree a little, Agree strongly, Agree moderately, Neither agree nor disagree, Disagree strongly, Disagree moderately, Disagree a little",conscientiousness ,
ten_item_personality_survey.06,TIPI05,"Anxious, easily upset.","Disagree moderately, Disagree a little, Neither agree nor disagree, Disagree strongly, Agree moderately, Agree strongly, Agree a little",emotional_stability,
ten_item_personality_survey.07,TIPI06,"Open to new experiences, complex.","Agree moderately, Agree a little, Neither agree nor disagree, Agree strongly, Disagree a little, Disagree moderately, Disagree strongly",openness,
ten_item_personality_survey.08,TIPI07,"Reserved, quiet.","Neither agree nor disagree, Agree a little, Disagree moderately, Agree moderately, Disagree strongly, Agree strongly, Disagree a little",extraversion,
ten_item_personality_survey.09,TIPI08,"Sympathetic, warm.","Disagree a little, Agree moderately, Agree a little, Agree strongly, Disagree moderately, Neither agree nor disagree, Disagree strongly",agreeableness,
ten_item_personality_survey.10,TIPI09,"Disorganized, careless.","Disagree moderately, Agree a little, Disagree strongly, Disagree a little, Neither agree nor disagree, Agree strongly, Agree moderately",conscientiousness ,
ten_item_personality_survey.11,TIPI10,"Calm, emotionally stable.","Agree moderately, Agree strongly, Agree a little, Disagree moderately, Neither agree nor disagree, Disagree a little, Disagree strongly",emotional_stability,
ten_item_personality_survey.12,TIPI11,"Conventional, uncreative.","Disagree moderately, Disagree strongly, Disagree a little, Neither agree nor disagree, Agree a little, Agree moderately, Agree strongly",openness,
theories_of_willpower_survey.02,WILL02,"Strenuous mental activity exhausts your resources, which you need to refuel afterwards (e.g. through taking breaks, doing nothing, watching television, eating snacks).","Slightly disagree, Slightly agree, Moderately agree, Strongly agree, Moderately disagree, Strongly disagree",willpower,
theories_of_willpower_survey.03,WILL03,"After a strenuous mental activity, your energy is depleted and you must rest to get it refuelled again.","Moderately disagree, Moderately agree, Strongly agree, Slightly agree, Slightly disagree, Strongly disagree",willpower,
theories_of_willpower_survey.04,WILL04,"When you have been working on a strenuous mental task, you feel energized and you are able to immediately start with another demanding activity.","Slightly disagree, Slightly agree, Moderately disagree, Strongly agree, Moderately agree, Strongly disagree",willpower,
theories_of_willpower_survey.05,WILL05,"Your mental stamina fuels itself. Even after strenuous mental exertion, you can continue doing more of it.","Slightly agree, Moderately agree, Moderately disagree, Slightly disagree, Strongly disagree, Strongly agree",willpower,
theories_of_willpower_survey.06,WILL06,"When you have completed a strenuous mental activity, you cannot start another activity immediately with the same concentration because you have to recover your mental energy again.","Slightly disagree, Moderately agree, Strongly disagree, Strongly agree, Slightly agree, Moderately disagree",willpower,
theories_of_willpower_survey.07,WILL07,"After a strenuous mental activity, you feel energized for further challenging activities.","Slightly disagree, Slightly agree, Moderately disagree, Moderately agree, Strongly disagree, Strongly agree",willpower,
theories_of_willpower_survey.08,WILL08,Resisting temptations makes you feel more vulnerable to the next temptations that come along.,"Slightly disagree, Moderately disagree, Moderately agree, Strongly disagree, Slightly agree, Strongly agree",willpower,
theories_of_willpower_survey.09,WILL09,"When situations accumulate that challenge you with temptations, it gets more and more difficult to resist the temptations.","Slightly agree, Moderately disagree, Slightly disagree, Strongly agree, Strongly disagree, Moderately agree",willpower,
theories_of_willpower_survey.10,WILL10,"If you have just resisted a strong temptation, you feel strengthened and you can withstand any new temptations.","Slightly agree, Moderately agree, Strongly agree, Moderately disagree, Slightly disagree, Strongly disagree",willpower,
theories_of_willpower_survey.11,WILL11,It is particularly difficult to resist a temptation after resisting another temptation right before.,"Slightly disagree, Slightly agree, Moderately disagree, Strongly disagree, Moderately agree, Strongly agree",willpower,
theories_of_willpower_survey.12,WILL12,Resisting temptations activates your willpower and you become even better able to face new upcoming temptations.,"Moderately agree, Strongly agree, Slightly agree, Slightly disagree, Moderately disagree, Strongly disagree",willpower,
theories_of_willpower_survey.13,WILL13,Your capacity to resist temptations is not limited. Even after you have resisted a strong temptation you can control yourself right afterwards.,"Slightly agree, Moderately agree, Moderately disagree, Strongly agree, Strongly disagree, Slightly disagree",willpower,
time_perspective_survey.02,ZTPI02,I believe that getting together with one's friends to party is one of life's important pleasures.," Characteristic,  Very characteristic,  Neutral,  Uncharacteristic, Very uncharacteristic",present_hedonistic,
time_perspective_survey.03,ZTPI03,"Familiar childhood sights, sounds, smells often bring back a flood of wonderful memories."," Neutral,  Very characteristic,  Characteristic,  Uncharacteristic, Very uncharacteristic",past_positive,
time_perspective_survey.04,ZTPI04,Fate determines much in my life.," Neutral,  Uncharacteristic,  Characteristic,  Very characteristic, Very uncharacteristic",present_fatalistic,
time_perspective_survey.05,ZTPI05,I often think of what I should have done differently in my life.," Characteristic,  Neutral,  Uncharacteristic,  Very characteristic, Very uncharacteristic",past_negative,
time_perspective_survey.06,ZTPI06,My decisions are mostly influenced by people and things around me.," Uncharacteristic, Very uncharacteristic,  Characteristic,  Very characteristic,  Neutral",past_negative,
time_perspective_survey.07,ZTPI07,I believe that a person's day should be planned ahead each morning.," Neutral, Very uncharacteristic,  Very characteristic,  Characteristic,  Uncharacteristic",future,
time_perspective_survey.08,ZTPI08,It gives me pleasure to think about my past.," Characteristic,  Neutral,  Very characteristic,  Uncharacteristic, Very uncharacteristic",past_positive,
time_perspective_survey.09,ZTPI09,I do things impulsively.," Uncharacteristic,  Characteristic, Very uncharacteristic,  Very characteristic,  Neutral",present_hedonistic,
time_perspective_survey.10,ZTPI10,"If things don't get done on time, I don't worry about it."," Neutral,  Characteristic, Very uncharacteristic,  Uncharacteristic,  Very characteristic",future,
time_perspective_survey.11,ZTPI11,"When I want to achieve something, I set goals and consider specific means for reaching those goals."," Characteristic,  Very characteristic,  Neutral,  Uncharacteristic, Very uncharacteristic",past_positive/future,
time_perspective_survey.12,ZTPI12,"On balance, there is much more good to recall than bad in my past."," Uncharacteristic,  Characteristic,  Neutral, Very uncharacteristic,  Very characteristic",-,
time_perspective_survey.13,ZTPI13,"When listening to my favorite music, I often lose all track of time."," Characteristic,  Very characteristic,  Uncharacteristic,  Neutral, Very uncharacteristic",present_hedonistic,
time_perspective_survey.14,ZTPI14,Meeting tomorrow's deadlines and doing other necessary work comes before tonight's play.," Neutral,  Uncharacteristic,  Very characteristic,  Characteristic, Very uncharacteristic",future,
time_perspective_survey.15,ZTPI15,"Since whatever will be will be, it doesn't really matter what I do."," Uncharacteristic,  Characteristic, Very uncharacteristic,  Neutral,  Very characteristic",present_fatalistic,
time_perspective_survey.16,ZTPI16,I enjoy stories about how things used to be in the 'good old times.'," Characteristic,  Uncharacteristic,  Neutral, Very uncharacteristic,  Very characteristic",past_positive,
time_perspective_survey.17,ZTPI17,Painful past experiences keep being replayed in my mind.," Neutral, Very uncharacteristic,  Very characteristic,  Uncharacteristic,  Characteristic",past_negative,
time_perspective_survey.18,ZTPI18,"I try to live my life as fully as possible, one day at a time."," Characteristic,  Neutral,  Uncharacteristic,  Very characteristic, Very uncharacteristic",present_hedonistic,
time_perspective_survey.19,ZTPI19,It upsets me to be late for appointments.," Uncharacteristic,  Neutral,  Characteristic,  Very characteristic, Very uncharacteristic",future,
time_perspective_survey.20,ZTPI20,"Ideally, I would live each day as if it were my last."," Characteristic,  Very characteristic,  Uncharacteristic, Very uncharacteristic,  Neutral",present_hedonistic,
time_perspective_survey.21,ZTPI21,Happy memories of good times spring readily to mind.," Very characteristic,  Characteristic,  Neutral,  Uncharacteristic, Very uncharacteristic",past_positive,
time_perspective_survey.22,ZTPI22,I meet my obligations to friends and authorities on time.," Characteristic,  Neutral,  Very characteristic,  Uncharacteristic, Very uncharacteristic",future,
time_perspective_survey.23,ZTPI23,I've taken my share of abuse and rejection in the past.," Characteristic,  Uncharacteristic,  Very characteristic,  Neutral, Very uncharacteristic",past_negative,
time_perspective_survey.24,ZTPI24,I make decisions on the spur of the moment.," Neutral,  Uncharacteristic, Very uncharacteristic,  Characteristic,  Very characteristic",present_hedonistic,
time_perspective_survey.25,ZTPI25,I take each day as it is rather than try to plan it out.," Characteristic,  Very characteristic,  Uncharacteristic,  Neutral, Very uncharacteristic",future,
time_perspective_survey.26,ZTPI26,The past has too many unpleasant memories that I prefer not to think about.," Characteristic, Very uncharacteristic,  Very characteristic,  Neutral,  Uncharacteristic",past_positive,
time_perspective_survey.27,ZTPI27,It is important to put excitement in my life.," Very characteristic,  Characteristic,  Neutral,  Uncharacteristic, Very uncharacteristic",present_hedonistic,
time_perspective_survey.28,ZTPI28,I've made mistakes in the past that I wish I could undo.," Neutral,  Characteristic,  Uncharacteristic,  Very characteristic, Very uncharacteristic",past_negative,
time_perspective_survey.29,ZTPI29,I feel that it's more important to enjoy what you're doing than to get work done on time.," Uncharacteristic,  Very characteristic,  Characteristic,  Neutral, Very uncharacteristic",present_hedonistic,
time_perspective_survey.30,ZTPI30,I get nostalgic about my childhood.," Characteristic,  Very characteristic,  Neutral,  Uncharacteristic, Very uncharacteristic",past_positive,
time_perspective_survey.31,ZTPI31,"Before making a decision, I weigh the costs against the benefits."," Characteristic,  Neutral,  Very characteristic,  Uncharacteristic, Very uncharacteristic",future,
time_perspective_survey.32,ZTPI32,Taking risks keeps my life from becoming boring.," Neutral,  Characteristic,  Uncharacteristic,  Very characteristic, Very uncharacteristic",present_hedonistic,
time_perspective_survey.33,ZTPI33,It is more important for me to enjoy life's journey than to focus only on the destination.," Neutral,  Characteristic,  Uncharacteristic, Very uncharacteristic,  Very characteristic",present_hedonistic,
time_perspective_survey.34,ZTPI34,Things rarely work out as I expected.," Uncharacteristic, Very uncharacteristic,  Neutral,  Characteristic,  Very characteristic",past_negative,
time_perspective_survey.35,ZTPI35,It's hard for me to forget unpleasant images of my youth.," Uncharacteristic,  Characteristic, Very uncharacteristic,  Neutral,  Very characteristic",past_negative,
time_perspective_survey.36,ZTPI36,"It takes joy out of the process and flow of my activities, if I have to think about goals, outcomes, and products."," Neutral,  Uncharacteristic,  Characteristic, Very uncharacteristic,  Very characteristic",present_fatalistic,
time_perspective_survey.37,ZTPI37,"Even when I am enjoying the present, I am drawn back to comparisons with similar past experiences."," Uncharacteristic,  Neutral,  Characteristic, Very uncharacteristic,  Very characteristic",past_negative,
time_perspective_survey.38,ZTPI38,You can't really plan for the future because things change so much.," Neutral,  Characteristic,  Uncharacteristic,  Very characteristic, Very uncharacteristic",present_fatalistic,
time_perspective_survey.39,ZTPI39,My life path is controlled by forces I cannot influence.,"Very uncharacteristic,  Characteristic,  Uncharacteristic,  Neutral,  Very characteristic",present_fatalistic,
time_perspective_survey.40,ZTPI40,"It doesn't make sense to worry about the future, since there is nothing that I can do about it anyway."," Neutral,  Uncharacteristic,  Characteristic, Very uncharacteristic,  Very characteristic",present_fatalistic,
time_perspective_survey.41,ZTPI41,I complete projects on time by making steady progress.," Characteristic,  Very characteristic,  Uncharacteristic,  Neutral, Very uncharacteristic",future,
time_perspective_survey.42,ZTPI42,I find myself tuning out when family members talk about the way things used to be.,"Very uncharacteristic,  Uncharacteristic,  Neutral,  Characteristic,  Very characteristic",past_positive,
time_perspective_survey.43,ZTPI43,I take risks to put excitement in my life.," Characteristic,  Uncharacteristic,  Very characteristic,  Neutral, Very uncharacteristic",present_hedonistic,
time_perspective_survey.44,ZTPI44,I make lists of things to do.," Neutral,  Characteristic,  Uncharacteristic,  Very characteristic, Very uncharacteristic",-,
time_perspective_survey.45,ZTPI45,I often follow my heart more than my head.," Uncharacteristic,  Neutral, Very uncharacteristic,  Very characteristic,  Characteristic",present_hedonistic,
time_perspective_survey.46,ZTPI46,I am able to resist temptations when I know that there is work to be done.," Characteristic, Very uncharacteristic,  Very characteristic,  Neutral,  Uncharacteristic",future,
time_perspective_survey.47,ZTPI47,I find myself getting swept up in the excitement of the moment.," Uncharacteristic,  Characteristic, Very uncharacteristic,  Neutral,  Very characteristic",present_hedonistic,
time_perspective_survey.48,ZTPI48,Life today is too complicated; I would prefer the simpler life of the past.,"Very uncharacteristic,  Very characteristic,  Characteristic,  Uncharacteristic,  Neutral", I would prefer the simpler life of the past.,present_fatalistic
time_perspective_survey.49,ZTPI49,I prefer friends who are spontaneous rather than predictable.," Characteristic,  Uncharacteristic,  Neutral, Very uncharacteristic,  Very characteristic",present_hedonistic,
time_perspective_survey.50,ZTPI50,I like family rituals and traditions that are regularly repeated.," Neutral,  Very characteristic,  Characteristic,  Uncharacteristic, Very uncharacteristic",past_positive,
time_perspective_survey.51,ZTPI51,I think about the bad things that have happened to me in the past.," Uncharacteristic,  Characteristic,  Neutral,  Very characteristic, Very uncharacteristic",past_negative,
time_perspective_survey.52,ZTPI52,"I keep working at difficult, uninteresting tasks if they will help me get ahead."," Neutral,  Characteristic,  Uncharacteristic,  Very characteristic, Very uncharacteristic",future,
time_perspective_survey.53,ZTPI53,Spending what I earn on pleasures today is better than saving for tomorrow's security.," Uncharacteristic,  Characteristic,  Neutral, Very uncharacteristic,  Very characteristic",present_fatalistic,
time_perspective_survey.54,ZTPI54,Often luck pays off better than hard work.,"Very uncharacteristic,  Characteristic,  Very characteristic,  Neutral,  Uncharacteristic",present_fatalistic,
time_perspective_survey.55,ZTPI55,I think about the good things that I have missed out on in my life.," Neutral,  Characteristic,  Uncharacteristic, Very uncharacteristic,  Very characteristic",past_negative,
time_perspective_survey.56,ZTPI56,I like my close relationships to be passionate.," Characteristic,  Very characteristic,  Neutral,  Uncharacteristic, Very uncharacteristic",present_hedonistic,
time_perspective_survey.57,ZTPI57,There will always be time to catch up on my work.," Neutral,  Characteristic,  Uncharacteristic, Very uncharacteristic,  Very characteristic",future,
upps_impulsivity_survey.02,UPP02,I have a reserved and cautious attitude toward life.,"Disagree Some, Agree Some, Agree Strongly, Disagree Strongly",lack of premeditation,
upps_impulsivity_survey.03,UPP03,I have trouble controlling my impulses.,"Disagree Strongly, Disagree Some, Agree Some, Agree Strongly",negative urgency,
upps_impulsivity_survey.04,UPP04,I generally seek new and exciting experiences and sensations.,"Agree Some, Agree Strongly, Disagree Some, Disagree Strongly",sensation seeking,
upps_impulsivity_survey.05,UPP05,I generally like to see things through to the end.,"Agree Strongly, Disagree Some, Agree Some, Disagree Strongly",lack of perseverance,
upps_impulsivity_survey.06,UPP06,"When I am very happy, I can’t seem to stop myself from doing things that can have bad consequences.","Disagree Some, Agree Strongly, Agree Some, Disagree Strongly",positive urgency,
upps_impulsivity_survey.07,UPP07,My thinking is usually careful and purposeful.,"Agree Some, Disagree Strongly, Agree Strongly, Disagree Some",lack of premeditation,
upps_impulsivity_survey.08,UPP08,"I have trouble resisting my cravings (for food, cigarettes, etc.).","Disagree Strongly, Agree Strongly, Disagree Some, Agree Some",negative urgency,
upps_impulsivity_survey.09,UPP09,I'll try anything once.,"Agree Some, Agree Strongly, Disagree Some, Disagree Strongly",sensation seeking,
upps_impulsivity_survey.10,UPP10,I tend to give up easily.,"Disagree Strongly, Disagree Some, Agree Strongly, Agree Some",lack of perseverance,
upps_impulsivity_survey.11,UPP11,"When I am in great mood, I tend to get into situations that could cause me problems.","Disagree Some, Agree Some, Disagree Strongly, Agree Strongly",positive urgency,
upps_impulsivity_survey.12,UPP12,I am not one of those people who blurt out things without thinking.,"Agree Some, Disagree Some, Agree Strongly, Disagree Strongly",lack of premeditation,
upps_impulsivity_survey.13,UPP13,I often get involved in things I later wish I could get out of.,"Disagree Some, Agree Some, Agree Strongly, Disagree Strongly",negative urgency,
upps_impulsivity_survey.14,UPP14,I like sports and games in which you have to choose your next move very quickly.,"Agree Some, Agree Strongly, Disagree Some, Disagree Strongly",sensation seeking,
upps_impulsivity_survey.15,UPP15,Unfinished tasks really bother me.,"Agree Some, Agree Strongly, Disagree Some, Disagree Strongly",lack of perseverance,
upps_impulsivity_survey.16,UPP16,"When I am very happy, I tend to do things that may cause problems in my life.","Disagree Some, Agree Some, Agree Strongly, Disagree Strongly",positive urgency,
upps_impulsivity_survey.17,UPP17,I like to stop and think things over before I do them.,"Agree Some, Disagree Some, Agree Strongly, Disagree Strongly",lack of premeditation,
upps_impulsivity_survey.18,UPP18,"When I feel bad, I will often do things I later regret in order to make myself feel better now.","Disagree Some, Agree Some, Disagree Strongly, Agree Strongly",negative urgency,
upps_impulsivity_survey.19,UPP19,I would enjoy water skiing.,"Agree Strongly, Agree Some, Disagree Strongly, Disagree Some",sensation seeking,
upps_impulsivity_survey.20,UPP20,Once I get going on something I hate to stop.,"Agree Some, Agree Strongly, Disagree Some, Disagree Strongly",lack of perseverance,
upps_impulsivity_survey.21,UPP21,I tend to lose control when I am in a great mood.,"Disagree Strongly, Agree Some, Disagree Some, Agree Strongly",positive urgency,
upps_impulsivity_survey.22,UPP22,I don't like to start a project until I know exactly how to proceed.,"Disagree Some, Agree Strongly, Agree Some, Disagree Strongly",lack of premeditation,
upps_impulsivity_survey.23,UPP23,"Sometimes when I feel bad, I can't seem to stop what I am doing even though it is making me feel worse.","Disagree Some, Agree Some, Disagree Strongly, Agree Strongly",negative urgency,
upps_impulsivity_survey.24,UPP24,I quite enjoy taking risks.,"Agree Some, Agree Strongly, Disagree Some, Disagree Strongly",sensation seeking,
upps_impulsivity_survey.25,UPP25,I concentrate easily.,"Agree Strongly, Disagree Some, Agree Some, Disagree Strongly",lack of perseverance,
upps_impulsivity_survey.26,UPP26,"When I am really ecstatic, I tend to get out of control.","Disagree Strongly, Agree Some, Agree Strongly, Disagree Some",positive urgency,
upps_impulsivity_survey.27,UPP27,I would enjoy parachute jumping.,"Agree Some, Disagree Strongly, Disagree Some, Agree Strongly",sensation seeking,
upps_impulsivity_survey.28,UPP28,I finish what I start.,"Agree Strongly, Agree Some, Disagree Some, Disagree Strongly",lack of perseverance,
upps_impulsivity_survey.29,UPP29,"I tend to value and follow a rational, 'sensible' approach to things.","Agree Some, Disagree Some, Agree Strongly, Disagree Strongly",lack of premeditation,
upps_impulsivity_survey.30,UPP30,When I am upset I often act without thinking.,"Disagree Strongly, Agree Some, Agree Strongly, Disagree Some",negative urgency,
upps_impulsivity_survey.31,UPP31,Others would say I make bad choices when I am extremely happy about something.,"Disagree Some, Agree Some, Disagree Strongly, Agree Strongly",positive urgency,
upps_impulsivity_survey.32,UPP32,"I welcome new and exciting experiences and sensations, even if they are a little frightening and unconventional.","Agree Strongly, Agree Some, Disagree Some, Disagree Strongly",sensation seeking,
upps_impulsivity_survey.33,UPP33,I am able to pace myself so as to get things done on time.,"Agree Some, Disagree Strongly, Agree Strongly, Disagree Some",lack of perseverance,
upps_impulsivity_survey.34,UPP34,I usually make up my mind through careful reasoning.,"Agree Strongly, Agree Some, Disagree Some, Disagree Strongly",lack of premeditation,
upps_impulsivity_survey.35,UPP35,"When I feel rejected, I will often say things that I later regret. ","Disagree Some, Agree Strongly, Agree Some, Disagree Strongly",negative urgency,
upps_impulsivity_survey.36,UPP36,Others are shocked or worried about the things I do when I am feeling very excited. ,"Disagree Some, Agree Some, Disagree Strongly, Agree Strongly",positive urgency,
upps_impulsivity_survey.37,UPP37,I would like to learn to fly an airplane. ,"Agree Strongly, Disagree Strongly, Disagree Some, Agree Some",sensation seeking,
upps_impulsivity_survey.38,UPP38,I am a person who always gets the job done. ,"Agree Strongly, Agree Some, Disagree Some, Disagree Strongly",lack of perseverance,
upps_impulsivity_survey.39,UPP39,I am a cautious person. ,"Agree Some, Disagree Some, Agree Strongly, Disagree Strongly",lack of premeditation,
upps_impulsivity_survey.40,UPP40,It is hard for me to resist acting on my feelings. ,"Disagree Some, Agree Some, Disagree Strongly, Agree Strongly",negative urgency,
upps_impulsivity_survey.41,UPP41,"When I get really happy about something, I tend to do things that can have bad consequences. ","Disagree Some, Agree Some, Disagree Strongly, Agree Strongly",positive urgency,
upps_impulsivity_survey.42,UPP42,I sometimes like doing things that are a bit frightening. ,"Agree Some, Agree Strongly, Disagree Strongly, Disagree Some",sensation seeking,
upps_impulsivity_survey.43,UPP43,I almost always finish projects that I start. ,"Agree Some, Agree Strongly, Disagree Some, Disagree Strongly",lack of perseverance,
upps_impulsivity_survey.44,UPP44,Before I get into a new situation I like to find out what to expect from it. ,"Agree Strongly, Agree Some, Disagree Some, Disagree Strongly",lack of premeditation,
upps_impulsivity_survey.45,UPP45,I often make matters worse because I act without thinking when I am upset.,"Disagree Some, Agree Some, Disagree Strongly, Agree Strongly",negative urgency,
upps_impulsivity_survey.46,UPP46,"When overjoyed, I feel like I can’t stop myself from going overboard.","Agree Some, Agree Strongly, Disagree Strongly, Disagree Some",positive urgency,
upps_impulsivity_survey.47,UPP47,I would enjoy the sensation of skiing very fast down a high mountain slope.,"Agree Strongly, Agree Some, Disagree Some, Disagree Strongly",sensation seeking,
upps_impulsivity_survey.48,UPP48,Sometimes there are so many little things to be done that I just ignore them all.,"Disagree Some, Disagree Strongly, Agree Strongly, Agree Some",lack of perseverance,
upps_impulsivity_survey.49,UPP49,I usually think carefully before doing anything.,"Agree Some, Agree Strongly, Disagree Some, Disagree Strongly",lack of premeditation,
upps_impulsivity_survey.50,UPP50,"When I am really excited, I tend not to think of the consequences of my actions.","Agree Some, Disagree Some, Disagree Strongly, Agree Strongly",positive urgency,
upps_impulsivity_survey.51,UPP51,"In the heat of an argument, I will often say things that I later regret.","Disagree Strongly, Agree Strongly, Agree Some, Disagree Some",negative urgency,
upps_impulsivity_survey.52,UPP52,I would like to go scuba diving.,"Agree Some, Disagree Strongly, Disagree Some, Agree Strongly",sensation seeking,
upps_impulsivity_survey.53,UPP53,I tend to act without thinking when I am really excited.,"Disagree Some, Agree Some, Disagree Strongly, Agree Strongly",positive urgency,
upps_impulsivity_survey.54,UPP54,I always keep my feelings under control.,"Agree Some, Agree Strongly, Disagree Some, Disagree Strongly",negative urgency,
upps_impulsivity_survey.55,UPP55,"When I am really happy, I often find myself in situations that I normally wouldn't be comfortable with.","Disagree Some, Agree Strongly, Disagree Strongly, Agree Some",positive urgency,
upps_impulsivity_survey.56,UPP56,"Before making up my mind, I consider all the advantages and disadvantages.","Agree Strongly, Agree Some, Disagree Some, Disagree Strongly",lack of premeditation,
upps_impulsivity_survey.57,UPP57,I would enjoy fast driving.,"Agree Strongly, Agree Some, Disagree Some, Disagree Strongly",sensation seeking,
upps_impulsivity_survey.58,UPP58,"When I am very happy, I feel like it is ok to give in to cravings or overindulge.","Agree Some, Agree Strongly, Disagree Some, Disagree Strongly",positive urgency,
upps_impulsivity_survey.59,UPP59,Sometimes I do impulsive things that I later regret.,"Disagree Strongly, Agree Strongly, Disagree Some, Agree Some",negative urgency,
upps_impulsivity_survey.60,UPP60,I am surprised at the things I do while in a great mood.,"Agree Some, Agree Strongly, Disagree Strongly, Disagree Some",positive urgency,
